Data,Nome,Edicao,Num,Extras,Qtd,Preco_Unit,Preco_Total
2025-01-09,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.05,6.14
2025-01-09,"Sorin Markov","Strixhaven","14","Prerelease",2,22.52,45.03
2025-01-09,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,3333.40,10000.20
2025-01-09,"Path to Exile","Unfinity","10","Etched",3,10.62,31.86
2025-01-09,"Xenagos, God of Revels","Alpha","256","",4,2.11,8.43
2025-01-09,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,29.80,29.80
2025-01-09,"Phyrexian Obliterator","Magic 2010","280","Foil",2,8.72,17.44
2025-01-09,"Tarmogoyf","Ixalan","217","",1,3.02,3.02
2025-01-09,"Mox Diamond","Strixhaven","177","Foil",1,3979.74,3979.74
2025-01-09,"Demonic Tutor","March of the Machine","32","Foil",1,3.01,3.01
2025-01-09,"Gaea's Cradle","Kaladesh Remastered","185","",4,2465.26,9861.03
2025-01-09,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,2.94,5.88
2025-01-09,"Orcish Bowmasters","Revised","243","",3,3.74,11.21
2025-01-09,"Sword of Fire and Ice","Unlimited","188","Etched",3,13.28,39.83
2025-01-09,"Inquisition of Kozilek","Streets of New Capenna","254","",3,2.94,8.82
2025-01-09,"Arid Mesa","Wilds of Eldraine","34","",3,1.99,5.96
2025-01-09,"Elvish Mystic","Kaladesh Remastered","36","",2,11.08,22.17
2025-01-09,"Misty Rainforest","Theros Beyond Death","262","Foil",2,10.70,21.39
2025-01-09,"Dockside Extortionist","Revised","85","",3,14.84,44.52
2025-01-09,"Kiora, Behemoth Beckoner","Beta","77","",1,16.89,16.89
2025-01-09,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,6.11,24.42
2025-01-09,"Inquisition of Kozilek","Fourth Edition","224","",2,17.13,34.26
2025-01-09,"Xenagos, God of Revels","Commander Masters","28","",1,19.66,19.66
2025-01-09,"Jitte","Future Sight","194","",4,17.45,69.79
2025-01-09,"Volcanic Island","Unfinity","276","",3,1218.25,3654.74
2025-01-09,"Lotus Cobra","Fourth Edition","63","",3,2387.84,7163.53
2025-01-09,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,2.01,2.01
2025-01-09,"Flooded Strand","The Lord of the Rings","265","Foil",2,11.97,23.93
2025-01-09,"Demonic Tutor","Kaladesh Remastered","111","",1,4.05,4.05
2025-01-09,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,5.02,5.02
2025-01-09,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,19.62,19.62
2025-01-09,"Demonic Tutor","The Lord of the Rings","289","",3,12.70,38.10
2025-01-09,"Scalding Tarn","Theros Beyond Death","186","",4,10.92,43.67
2025-01-09,"Ancient Tomb","Commander Masters","258","Prerelease",1,16.86,16.86
2025-01-09,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,23.80,95.21
2025-01-09,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,10.15,10.15
2025-01-09,"Phyrexian Obliterator","Commander Masters","166","Foil",2,22.26,44.52
2025-01-09,"Demonic Tutor","The Brothers' War","88","Etched",1,10.75,10.75
2025-01-09,"Sword of War and Peace","Revised","156","",1,9.09,9.09
2025-01-09,"Path to Exile","Unfinity","154","",2,1.00,2.00
2025-01-09,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,10.91,21.81
2025-01-09,"Emrakul, the Aeons Torn","Unfinity","253","",2,5.66,11.31
2025-01-09,"Wrath of God","Future Sight","230","",1,2.02,2.02
2025-01-09,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.93,11.73
2025-01-09,"Sheoldred, the Apocalypse","Revised","271","Etched",2,478.22,956.44
2025-01-09,"Force of Will","Magic 2012","256","",4,397.19,1588.77
2025-01-09,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,10.30,10.30
2025-01-09,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,24.50,49.00
2025-01-09,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,17.89,17.89
2025-01-09,"Dark Confidant","The Lord of the Rings","217","",1,3.77,3.77
2025-01-09,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,126.09,252.17
2025-01-09,"Avacyn, Angel of Hope","Ixalan","138","",3,10.49,31.48
2025-01-09,"Teferi's Protection","The Lord of the Rings","105","",3,10.90,32.70
2025-01-09,"Arid Mesa","Future Sight","176","Prerelease",1,1.49,1.49
2025-01-09,"Vraska the Unseen","Revised","169","",1,1.97,1.97
2025-01-09,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.47,4.42
2025-01-09,"Kodama's Reach","Modern Horizons 2","145","",2,2.14,4.27
2025-01-09,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,18.50,55.49
2025-01-09,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,564.70,1129.40
2025-01-09,"Thoughtseize","Phyrexia: All Will Be One","193","",4,14.47,57.86
2025-01-09,"Gaea's Cradle","Dominaria United","143","Foil",4,949.31,3797.24
2025-01-09,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,19.72,39.44
2025-01-09,"Fabled Passage","Fourth Edition","126","Foil",3,7.44,22.31
2025-01-09,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,2.92,11.69
2025-01-09,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,11.97,11.97
2025-01-09,"Mana Crypt","Time Spiral","105","",4,332.46,1329.83
2025-01-09,"Jitte","Revised","253","",4,20.06,80.24
2025-01-09,"Lightning Bolt","Commander Masters","288","Etched",2,13.97,27.94
2025-01-09,"Force of Will","Modern Horizons 2","235","Prerelease",3,379.89,1139.66
2025-01-09,"Craterhoof Behemoth","The Brothers' War","207","",1,14.08,14.08
2025-01-09,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,13.61,54.44
2025-01-09,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,22.61,22.61
2025-01-09,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,15.75,15.75
2025-01-09,"Cabal Coffers","Magic 2012","84","Prerelease",2,4.55,9.09
2025-01-09,"Mox Diamond","Beta","247","",3,1621.41,4864.23
2025-01-09,"Sylvan Library","Commander Masters","32","Foil",1,10.57,10.57
2025-01-09,"Sword of War and Peace","Modern Horizons 2","173","",2,13.08,26.16
2025-01-09,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,11.30,33.91
2025-01-09,"Scalding Tarn","The Brothers' War","245","",1,13.25,13.25
2025-01-09,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,10.48,10.48
2025-01-09,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,10.77,10.77
2025-01-09,"Field of the Dead","Magic 2011","259","Prerelease",1,4.50,4.50
2025-01-09,"Elvish Mystic","Magic 2010","211","",3,2.01,6.02
2025-01-09,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,10.75,21.49
2025-01-09,"Wrath of God","Modern Horizons 2","222","Foil",4,17.82,71.28
2025-01-09,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,8.62,34.46
2025-01-09,"Griselbrand","Ixalan","297","Prerelease",4,20.52,82.07
2025-01-09,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,19.58,19.58
2025-01-09,"Sensei's Divining Top","Magic 2013","234","Etched",4,2.68,10.73
2025-01-09,"Mox Diamond","Modern Horizons 2","253","",4,4085.47,16341.88
2025-01-09,"Wooded Foothills","The Brothers' War","104","",2,9.31,18.62
2025-01-09,"Misty Rainforest","Unlimited","251","",2,16.26,32.52
2025-01-09,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,15.82,15.82
2025-01-09,"Felidar Guardian","Future Sight","161","",4,14.08,56.32
2025-01-09,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,324.50,324.50
2025-01-09,"Batterskull","Beta","82","",1,0.97,0.97
2025-01-09,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,2.01,8.06
2025-01-09,"Path to Exile","Magic 2010","49","Prerelease",3,28.87,86.61
2025-01-09,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,9.51,28.52
2025-01-09,"Jitte","Zendikar Rising","66","Etched",4,10.59,42.37
2025-01-09,"Ral Zarek","Fourth Edition","27","Etched",3,16.15,48.46
2025-01-09,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,7.04,21.13
2025-01-09,"Swords to Plowshares","Streets of New Capenna","195","",4,10.04,40.16
2025-01-09,"Polluted Delta","Ixalan","221","",3,7.99,23.98
2025-01-09,"Tundra","Theros Beyond Death","180","Foil",3,13.12,39.36
2025-01-09,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,16.23,32.47
2025-01-09,"Liliana of the Veil","Commander Masters","254","",1,2.02,2.02
2025-01-09,"Sylvan Library","Modern Horizons 2","122","",4,20.28,81.11
2025-01-09,"Counterspell","Ixalan","165","Etched",2,29.94,59.89
2025-01-09,"Force of Will","Dominaria United","248","",3,288.12,864.36
2025-01-09,"Mystic Remora","Future Sight","54","Foil",2,10.76,21.51
2025-01-09,"Thoughtseize","Beta","294","",2,19.29,38.58
2025-01-09,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,22.66,90.64
2025-01-10,"Vraska the Unseen","Magic 2013","77","Foil",4,26.78,107.11
2025-01-10,"Arid Mesa","Magic 2011","109","",2,11.39,22.78
2025-01-10,"Saheeli Rai","Ixalan","281","Etched",4,5.98,23.93
2025-01-10,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,6.30,6.30
2025-01-10,"Aether Vial","The Brothers' War","114","Foil",3,30.41,91.24
2025-01-10,"Narset, Parter of Veils","Modern Horizons 2","240","",1,18.33,18.33
2025-01-10,"Misty Rainforest","The Brothers' War","61","",2,18.01,36.03
2025-01-10,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,17.20,51.59
2025-01-10,"Xenagos, the Reveler","Alpha","179","Prerelease",2,16.64,33.28
2025-01-10,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,1.44,5.76
2025-01-10,"Wooded Foothills","Unlimited","128","",4,18.12,72.49
2025-01-10,"Teferi's Protection","Future Sight","55","",1,11.14,11.14
2025-01-10,"Saheeli Rai","Time Spiral","289","",3,3.06,9.18
2025-01-10,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,16.10,64.40
2025-01-10,"Dark Ritual","Unfinity","39","Foil",1,5.93,5.93
2025-01-10,"Doubling Season","Ixalan","168","",2,621.88,1243.75
2025-01-10,"Field of the Dead","Magic 2013","99","",4,3.95,15.78
2025-01-10,"Nicol Bolas, the Ravager","Ixalan","93","",2,15.80,31.60
2025-01-10,"Lightning Bolt","Unfinity","25","Etched",3,4.58,13.75
2025-01-10,"Esper Sentinel","Unfinity","281","",1,19.15,19.15
2025-01-10,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,10.16,20.32
2025-01-10,"Rhystic Study","Unfinity","163","Foil",2,24.55,49.09
2025-01-10,"Path to Exile","Dominaria United","241","Foil",4,22.86,91.46
2025-01-10,"Brainstorm","Dominaria United","95","",4,17.32,69.28
2025-01-10,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,24.74,24.74
2025-01-10,"Hangarback Walker","Unlimited","182","Prerelease",3,25.40,76.20
2025-01-10,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,28.21,28.21
2025-01-10,"Gaea's Cradle","March of the Machine","202","Etched",4,1231.50,4926.02
2025-01-10,"Dark Depths","Dominaria United","88","",3,6.63,19.89
2025-01-10,"Phyrexian Obliterator","Alpha","51","Etched",2,28.99,57.97
2025-01-10,"Craterhoof Behemoth","Fourth Edition","90","",3,12.22,36.65
2025-01-10,"Birds of Paradise","Ixalan","131","Foil",2,4.79,9.57
2025-01-10,"Mana Crypt","Zendikar Rising","145","",4,297.41,1189.66
2025-01-10,"Urza's Saga","Time Spiral","74","",1,4.97,4.97
2025-01-10,"Ragavan, Nimble Pilferer","Ixalan","245","",3,318.01,954.03
2025-01-10,"Supreme Verdict","Innistrad: Midnight Hunt","146","Prerelease",4,7.68,30.73
2025-01-10,"Supreme Verdict","Adventures in the Forgotten Realms","196","",2,2.88,5.76
2025-01-10,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.10,6.30
2025-01-10,"Sorin Markov","Strixhaven","14","Prerelease",2,23.08,46.15
2025-01-10,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,3452.95,10358.86
2025-01-10,"Path to Exile","Unfinity","10","Etched",3,11.12,33.35
2025-01-10,"Xenagos, God of Revels","Alpha","256","",4,2.11,8.43
2025-01-10,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,29.77,29.77
2025-01-10,"Phyrexian Obliterator","Magic 2010","280","Foil",2,8.66,17.31
2025-01-10,"Tarmogoyf","Ixalan","217","",1,3.07,3.07
2025-01-10,"Mox Diamond","Strixhaven","177","Foil",1,4078.35,4078.35
2025-01-10,"Demonic Tutor","March of the Machine","32","Foil",1,2.90,2.90
2025-01-10,"Gaea's Cradle","Kaladesh Remastered","185","",4,2482.59,9930.36
2025-01-10,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,2.87,5.73
2025-01-10,"Orcish Bowmasters","Revised","243","",3,3.83,11.50
2025-01-10,"Sword of Fire and Ice","Unlimited","188","Etched",3,13.12,39.36
2025-01-10,"Inquisition of Kozilek","Streets of New Capenna","254","",3,3.00,9.00
2025-01-10,"Arid Mesa","Wilds of Eldraine","34","",3,2.02,6.06
2025-01-10,"Elvish Mystic","Kaladesh Remastered","36","",2,10.85,21.71
2025-01-10,"Misty Rainforest","Theros Beyond Death","262","Foil",2,10.49,20.98
2025-01-10,"Dockside Extortionist","Revised","85","",3,15.28,45.83
2025-01-10,"Kiora, Behemoth Beckoner","Beta","77","",1,16.34,16.34
2025-01-10,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,6.19,24.75
2025-01-10,"Inquisition of Kozilek","Fourth Edition","224","",2,16.98,33.96
2025-01-10,"Xenagos, God of Revels","Commander Masters","28","",1,20.19,20.19
2025-01-10,"Jitte","Future Sight","194","",4,17.93,71.73
2025-01-10,"Volcanic Island","Unfinity","276","",3,1218.36,3655.08
2025-01-10,"Lotus Cobra","Fourth Edition","63","",3,2361.81,7085.44
2025-01-10,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,2.01,2.01
2025-01-10,"Flooded Strand","The Lord of the Rings","265","Foil",2,11.86,23.72
2025-01-10,"Demonic Tutor","Kaladesh Remastered","111","",1,4.04,4.04
2025-01-10,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,5.01,5.01
2025-01-10,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,19.61,19.61
2025-01-10,"Demonic Tutor","The Lord of the Rings","289","",3,12.89,38.66
2025-01-10,"Scalding Tarn","Theros Beyond Death","186","",4,10.81,43.24
2025-01-10,"Ancient Tomb","Commander Masters","258","Prerelease",1,17.12,17.12
2025-01-10,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,23.54,94.17
2025-01-10,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,10.08,10.08
2025-01-10,"Phyrexian Obliterator","Commander Masters","166","Foil",2,22.89,45.77
2025-01-10,"Demonic Tutor","The Brothers' War","88","Etched",1,10.70,10.70
2025-01-10,"Sword of War and Peace","Revised","156","",1,8.98,8.98
2025-01-10,"Path to Exile","Unfinity","154","",2,0.99,1.99
2025-01-10,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,10.71,21.43
2025-01-10,"Emrakul, the Aeons Torn","Unfinity","253","",2,5.71,11.43
2025-01-10,"Wrath of God","Future Sight","230","",1,2.11,2.11
2025-01-10,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.92,11.67
2025-01-10,"Sheoldred, the Apocalypse","Revised","271","Etched",2,466.84,933.69
2025-01-10,"Force of Will","Magic 2012","256","",4,405.54,1622.16
2025-01-10,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,10.17,10.17
2025-01-10,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,24.07,48.14
2025-01-10,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,18.31,18.31
2025-01-10,"Dark Confidant","The Lord of the Rings","217","",1,3.90,3.90
2025-01-10,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,126.64,253.28
2025-01-10,"Avacyn, Angel of Hope","Ixalan","138","",3,10.77,32.32
2025-01-10,"Teferi's Protection","The Lord of the Rings","105","",3,10.81,32.44
2025-01-10,"Arid Mesa","Future Sight","176","Prerelease",1,1.49,1.49
2025-01-10,"Vraska the Unseen","Revised","169","",1,1.95,1.95
2025-01-10,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.49,4.48
2025-01-10,"Kodama's Reach","Modern Horizons 2","145","",2,2.20,4.40
2025-01-10,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,18.50,55.49
2025-01-10,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,567.88,1135.75
2025-01-10,"Thoughtseize","Phyrexia: All Will Be One","193","",4,13.97,55.88
2025-01-10,"Gaea's Cradle","Dominaria United","143","Foil",4,929.06,3716.26
2025-01-10,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,19.76,39.53
2025-01-10,"Fabled Passage","Fourth Edition","126","Foil",3,7.40,22.19
2025-01-10,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,2.81,11.23
2025-01-10,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,11.59,11.59
2025-01-10,"Mana Crypt","Time Spiral","105","",4,338.70,1354.80
2025-01-10,"Jitte","Revised","253","",4,20.64,82.56
2025-01-10,"Lightning Bolt","Commander Masters","288","Etched",2,14.07,28.13
2025-01-10,"Force of Will","Modern Horizons 2","235","Prerelease",3,377.59,1132.78
2025-01-10,"Craterhoof Behemoth","The Brothers' War","207","",1,13.93,13.93
2025-01-10,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,13.35,53.42
2025-01-10,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,21.85,21.85
2025-01-10,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,15.73,15.73
2025-01-10,"Cabal Coffers","Magic 2012","84","Prerelease",2,4.58,9.16
2025-01-10,"Mox Diamond","Beta","247","",3,1648.24,4944.72
2025-01-10,"Sylvan Library","Commander Masters","32","Foil",1,10.32,10.32
2025-01-10,"Sword of War and Peace","Modern Horizons 2","173","",2,13.13,26.26
2025-01-10,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,11.33,34.00
2025-01-10,"Scalding Tarn","The Brothers' War","245","",1,13.44,13.44
2025-01-10,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,10.50,10.50
2025-01-10,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,10.37,10.37
2025-01-10,"Field of the Dead","Magic 2011","259","Prerelease",1,4.52,4.52
2025-01-10,"Elvish Mystic","Magic 2010","211","",3,2.00,6.01
2025-01-10,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,10.63,21.26
2025-01-10,"Wrath of God","Modern Horizons 2","222","Foil",4,17.64,70.56
2025-01-10,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,8.65,34.61
2025-01-10,"Griselbrand","Ixalan","297","Prerelease",4,20.67,82.69
2025-01-10,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,19.62,19.62
2025-01-10,"Sensei's Divining Top","Magic 2013","234","Etched",4,2.55,10.19
2025-01-10,"Mox Diamond","Modern Horizons 2","253","",4,4127.68,16510.70
2025-01-10,"Wooded Foothills","The Brothers' War","104","",2,9.13,18.26
2025-01-10,"Misty Rainforest","Unlimited","251","",2,16.37,32.73
2025-01-10,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,16.05,16.05
2025-01-10,"Felidar Guardian","Future Sight","161","",4,14.11,56.44
2025-01-10,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,318.54,318.54
2025-01-10,"Batterskull","Beta","82","",1,0.96,0.96
2025-01-10,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,1.98,7.91
2025-01-10,"Path to Exile","Magic 2010","49","Prerelease",3,28.74,86.22
2025-01-10,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,9.60,28.80
2025-01-10,"Jitte","Zendikar Rising","66","Etched",4,10.34,41.35
2025-01-10,"Ral Zarek","Fourth Edition","27","Etched",3,16.21,48.62
2025-01-10,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,6.98,20.93
2025-01-10,"Swords to Plowshares","Streets of New Capenna","195","",4,9.78,39.13
2025-01-10,"Polluted Delta","Ixalan","221","",3,7.80,23.40
2025-01-10,"Tundra","Theros Beyond Death","180","Foil",3,13.12,39.36
2025-01-10,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,16.88,33.75
2025-01-10,"Liliana of the Veil","Commander Masters","254","",1,2.06,2.06
2025-01-10,"Sylvan Library","Modern Horizons 2","122","",4,20.71,82.82
2025-01-10,"Counterspell","Ixalan","165","Etched",2,29.21,58.42
2025-01-10,"Force of Will","Dominaria United","248","",3,297.07,891.22
2025-01-10,"Mystic Remora","Future Sight","54","Foil",2,10.62,21.25
2025-01-10,"Thoughtseize","Beta","294","",2,19.44,38.88
2025-01-10,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,22.85,91.41
2025-01-11,"Vraska the Unseen","Magic 2013","77","Foil",4,26.44,105.74
2025-01-11,"Arid Mesa","Magic 2011","109","",2,11.30,22.59
2025-01-11,"Saheeli Rai","Ixalan","281","Etched",4,5.94,23.75
2025-01-11,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,6.48,6.48
2025-01-11,"Aether Vial","The Brothers' War","114","Foil",3,30.61,91.83
2025-01-11,"Narset, Parter of Veils","Modern Horizons 2","240","",1,18.45,18.45
2025-01-11,"Misty Rainforest","The Brothers' War","61","",2,17.74,35.49
2025-01-11,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,17.04,51.11
2025-01-11,"Xenagos, the Reveler","Alpha","179","Prerelease",2,15.84,31.68
2025-01-11,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,1.43,5.74
2025-01-11,"Wooded Foothills","Unlimited","128","",4,17.52,70.10
2025-01-11,"Teferi's Protection","Future Sight","55","",1,11.04,11.04
